Isolate,Chromosome,BinStartPos,BinStopPos,CopyNumber
E15,cpar_Chr_1,550001,555000,2.048936427843032
E15,cpar_Chr_1,555001,560000,2.061751833096865
E15,cpar_Chr_1,560001,565000,1.9950373528511336
E15,cpar_Chr_1,565001,570000,2.040008400406832
E15,cpar_Chr_1,570001,575000,1.8909922507308852
E15,cpar_Chr_1,575001,580000,1.930758831650839
E15,cpar_Chr_1,580001,585000,1.9239063658222844
E15,cpar_Chr_1,585001,590000,1.918382456003043
E15,cpar_Chr_1,590001,595000,2.1173120126429477
E15,cpar_Chr_1,595001,600000,2.010976748622551
E15,cpar_Chr_1,600001,605000,1.908877792666377
E15,cpar_Chr_1,605001,610000,1.8775920187257267
E15,cpar_Chr_1,610001,615000,2.0516033688826893
E15,cpar_Chr_1,615001,620000,1.9787179015998637
E15,cpar_Chr_1,620001,625000,1.9775433335866976
E15,cpar_Chr_1,625001,630000,1.9690576120968784
E15,cpar_Chr_1,630001,635000,1.907105292540511
E15,cpar_Chr_1,635001,640000,1.8607598202106896
E15,cpar_Chr_1,640001,645000,1.9027412072028898
E15,cpar_Chr_1,645001,650000,1.8520054388126983
E15,cpar_Chr_1,650001,655000,2.0451964853408584
E15,cpar_Chr_1,655001,660000,1.9497534147926256
E15,cpar_Chr_1,660001,665000,2.088768535569857
E15,cpar_Chr_1,665001,670000,1.96096832778863
E15,cpar_Chr_1,670001,675000,2.032718543142412
E15,cpar_Chr_1,675001,680000,1.9648098368414535
E15,cpar_Chr_1,680001,685000,1.9814405404253617
E15,cpar_Chr_1,685001,690000,2.0757106811306003
E15,cpar_Chr_1,690001,695000,2.053198946630003
E15,cpar_Chr_1,695001,700000,1.945168176481814
E15,cpar_Chr_1,700001,705000,1.9997176050319085
E15,cpar_Chr_1,705001,710000,1.9955320802430112
E15,cpar_Chr_1,710001,715000,1.9404535227274318
E15,cpar_Chr_1,715001,720000,1.9788129154698268
E15,cpar_Chr_1,720001,725000,1.9386957661331121
E15,cpar_Chr_1,725001,730000,1.9148079686882196
E15,cpar_Chr_1,730001,735000,1.8021444532942377
E15,cpar_Chr_1,735001,740000,2.082756451039425
E15,cpar_Chr_1,740001,745000,1.9903931404141382
E15,cpar_Chr_1,745001,750000,2.170449338504968
E15,cpar_Chr_1,750001,755000,2.069583924688144
E15,cpar_Chr_1,755001,760000,2.064243489928142
E15,cpar_Chr_1,760001,765000,1.9925194852971082
E15,cpar_Chr_1,765001,770000,2.0606018376362756
E15,cpar_Chr_1,770001,775000,2.078004119371092
E15,cpar_Chr_1,775001,780000,2.014092548289276
E15,cpar_Chr_1,780001,785000,2.079039442919657
E15,cpar_Chr_1,785001,790000,1.9794452491561338
E15,cpar_Chr_1,790001,795000,2.052178366612984
E15,cpar_Chr_1,795001,800000,2.0163581376368476
E15,cpar_Chr_1,800001,805000,2.0301957610778714
E15,cpar_Chr_1,805001,810000,2.0207304138253277
E15,cpar_Chr_1,810001,815000,2.0357589869812354
E15,cpar_Chr_1,815001,820000,2.037814890546819
E15,cpar_Chr_1,820001,825000,2.0529319248920026
E15,cpar_Chr_1,825001,830000,2.0243671516066786
E15,cpar_Chr_1,830001,835000,1.9478416702021584
E15,cpar_Chr_1,835001,840000,1.825222994674271
E15,cpar_Chr_1,840001,845000,1.9564731888372662
E15,cpar_Chr_1,845001,850000,1.9711397263852104
E15,cpar_Chr_1,850001,855000,1.9765030955276173
E15,cpar_Chr_1,855001,860000,2.018161762995977
E15,cpar_Chr_1,860001,865000,1.8600226436333887
E15,cpar_Chr_1,865001,870000,2.074676995752207
E15,cpar_Chr_1,870001,875000,1.9433596366121693
E15,cpar_Chr_1,875001,880000,2.0213267077678556
E15,cpar_Chr_1,880001,885000,1.9836684518589822
E15,cpar_Chr_1,885001,890000,2.053901721633696
E15,cpar_Chr_1,890001,895000,2.104634213683544
E15,cpar_Chr_1,895001,900000,1.9661924524664356
E15,cpar_Chr_1,900001,905000,2.0300663456343004
E15,cpar_Chr_1,905001,910000,2.0417383081082314
E15,cpar_Chr_1,910001,915000,2.047596404642516
E15,cpar_Chr_1,915001,920000,2.035103718912523
E15,cpar_Chr_1,920001,925000,2.0341290076603142
E15,cpar_Chr_1,925001,930000,1.939254382161689
E15,cpar_Chr_1,930001,935000,2.040611247030047
E15,cpar_Chr_1,935001,940000,1.967399783883037
E15,cpar_Chr_1,940001,945000,1.9766275964606728
E15,cpar_Chr_1,945001,950000,1.9514587499414484
E15,cpar_Chr_1,950001,955000,1.911649576597028
E15,cpar_Chr_1,955001,960000,1.9844826224343566
E15,cpar_Chr_1,960001,965000,2.0835509635727383
E15,cpar_Chr_1,965001,970000,2.0614831731886927
E15,cpar_Chr_1,970001,975000,1.9572464051583462
E15,cpar_Chr_1,975001,980000,1.9986708142921412
E15,cpar_Chr_1,980001,985000,1.9106388256010398
E15,cpar_Chr_1,985001,990000,1.9278166780223227
E15,cpar_Chr_1,990001,995000,2.0464021785872886
E15,cpar_Chr_1,995001,1000000,1.9150143781298639
E15,cpar_Chr_1,1000001,1005000,1.9746896411474573
E15,cpar_Chr_1,1005001,1010000,1.9924146424061142
E15,cpar_Chr_1,1010001,1015000,2.014941120438258
E15,cpar_Chr_1,1015001,1020000,2.0171460974894737
E15,cpar_Chr_1,1020001,1025000,1.989054755383794
E15,cpar_Chr_1,1025001,1030000,2.0934520640909753
E15,cpar_Chr_1,1030001,1035000,1.8911347715358302
E15,cpar_Chr_1,1035001,1040000,1.8993387277561031
E15,cpar_Chr_1,1040001,1045000,2.0526436069417695
E15,cpar_Chr_1,1045001,1050000,2.0288229744739197
E15,cpar_Chr_1,1050001,1055000,2.042447635792612
E15,cpar_Chr_1,1055001,1060000,2.0496899861220506
E15,cpar_Chr_1,1060001,1065000,1.9741588740118006
E15,cpar_Chr_1,1065001,1070000,2.0390680907282306
E15,cpar_Chr_1,1070001,1075000,1.9887615229230453
E15,cpar_Chr_1,1075001,1080000,1.9497239277295335
E15,cpar_Chr_1,1080001,1085000,1.9448913257227831
E15,cpar_Chr_1,1085001,1090000,2.013850099103853
E15,cpar_Chr_1,1090001,1095000,2.027869559433944
E15,cpar_Chr_1,1095001,1100000,1.9924146424061142
E15,cpar_Chr_1,1100001,1105000,1.980023523226772
E15,cpar_Chr_1,1105001,1110000,2.0372005767324013
E15,cpar_Chr_1,1110001,1115000,1.9983693909805338
E15,cpar_Chr_1,1115001,1120000,1.9360271869232828
E15,cpar_Chr_1,1120001,1125000,1.9930469760924212
E15,cpar_Chr_1,1125001,1130000,1.9308292729682255
E15,cpar_Chr_1,1130001,1135000,2.0541589143506656
E15,cpar_Chr_1,1135001,1140000,1.9986003729747546
E15,cpar_Chr_1,1140001,1145000,2.0215216500182973
E15,cpar_Chr_1,1145001,1150000,2.066302669834069
E15,cpar_Chr_1,1150001,1155000,1.9702370946205598
E15,cpar_Chr_1,1155001,1160000,1.9518830360159392
E15,cpar_Chr_1,1160001,1165000,1.9124915960653228
E15,cpar_Chr_1,1165001,1170000,2.017462264332627
E15,cpar_Chr_1,1170001,1175000,1.9418181184805243
E15,cpar_Chr_1,1175001,1180000,1.9236688311473762
E15,cpar_Chr_1,1180001,1185000,1.9693311865155656
E15,cpar_Chr_1,1185001,1190000,1.8511503139830294
E15,cpar_Chr_1,1190001,1195000,1.9581375697317944
E15,cpar_Chr_1,1195001,1200000,1.8932054186329597
E15,cpar_Chr_1,1200001,1205000,2.0160452471340378
E15,cpar_Chr_1,1205001,1210000,2.031588205723884
E15,cpar_Chr_1,1210001,1215000,1.9341924363308896
E15,cpar_Chr_1,1215001,1220000,1.999630782012804
E15,cpar_Chr_1,1220001,1225000,1.9496796971348953
E15,cpar_Chr_1,1225001,1230000,1.8613987065776836
E15,cpar_Chr_1,1230001,1235000,1.8744860480800323
E15,cpar_Chr_1,1235001,1240000,1.9785164066687346
E15,cpar_Chr_1,1240001,1245000,1.9456432458316302
E15,cpar_Chr_1,1245001,1250000,1.8181919682969923
E15,cpar_Chr_1,1250001,1255000,1.9104258634787086
E15,cpar_Chr_1,1255001,1260000,1.9368282521372833
E15,cpar_Chr_1,1260001,1265000,1.9012324524746806
E15,cpar_Chr_1,1265001,1270000,1.9626277941726429
E15,cpar_Chr_1,1270001,1275000,1.9542108758300383
E15,cpar_Chr_1,1275001,1280000,1.93801264917148
E15,cpar_Chr_1,1280001,1285000,1.8866969685404789
E15,cpar_Chr_1,1285001,1290000,1.994783436474508
E15,cpar_Chr_1,1290001,1295000,1.9399276701022905
E15,cpar_Chr_1,1295001,1300000,2.013997534419313
E15,cpar_Chr_1,1300001,1305000,2.002836681038977
E15,cpar_Chr_1,1305001,1310000,1.9076589940585724
E15,cpar_Chr_1,1310001,1315000,1.9842287060577308
E15,cpar_Chr_1,1315001,1320000,2.1276881825110006
E15,cpar_Chr_1,1320001,1325000,2.0342502322530263
E15,cpar_Chr_1,1325001,1330000,1.9045333653708167
E15,cpar_Chr_1,1330001,1335000,1.9655650332906438
E15,cpar_Chr_1,1335001,1340000,1.9665692316059449
E15,cpar_Chr_1,1340001,1345000,1.7516478577491261
E15,cpar_Chr_1,1345001,1350000,2.0072695695238134
E15,cpar_Chr_1,1350001,1355000,2.0429964228001585
E15,cpar_Chr_1,1355001,1360000,1.9886959961161743
E15,cpar_Chr_1,1360001,1365000,2.0742854730811517
E15,cpar_Chr_1,1365001,1370000,2.0183272181833267
E15,cpar_Chr_1,1370001,1375000,1.9524482047252034
E15,cpar_Chr_1,1375001,1380000,1.9454220928584398
E15,cpar_Chr_1,1380001,1385000,2.0094368686610777
E15,cpar_Chr_1,1385001,1390000,1.9890744134258553
E15,cpar_Chr_1,1390001,1395000,2.0057116696904504
E15,cpar_Chr_1,1395001,1400000,2.129930837476167
E15,cpar_Chr_1,1400001,1405000,1.997155506883245
E15,cpar_Chr_1,1405001,1410000,1.8638166457512306
E15,cpar_Chr_1,1410001,1415000,1.9991835615559084
E15,cpar_Chr_1,1415001,1420000,1.9634452410883607
E15,cpar_Chr_1,1420001,1425000,2.0683421916979348
E15,cpar_Chr_1,1425001,1430000,2.0082262609041326
E15,cpar_Chr_1,1430001,1435000,2.0589734964855264
E15,cpar_Chr_1,1435001,1440000,1.9668641022368654
E15,cpar_Chr_1,1440001,1445000,2.056763604923795
E15,cpar_Chr_1,1445001,1450000,2.08087419351205
E15,cpar_Chr_1,1450001,1455000,1.9387236150260325
E15,cpar_Chr_1,1455001,1460000,2.002317381094523
E15,cpar_Chr_1,1460001,1465000,2.07594985397568
E15,cpar_Chr_1,1465001,1470000,2.0024467965380937
E15,cpar_Chr_1,1470001,1475000,1.876876138360659
E15,cpar_Chr_1,1475001,1480000,2.0367549944456775
E15,cpar_Chr_1,1480001,1485000,2.0068338162581196
E15,cpar_Chr_1,1485001,1490000,2.031922392438927
E15,cpar_Chr_1,1490001,1495000,1.7654346979148248
E15,cpar_Chr_1,1495001,1500000,1.8774740704733586
E15,cpar_Chr_1,1500001,1505000,1.9609109918326175
E15,cpar_Chr_1,1505001,1510000,1.9757413463977398
E15,cpar_Chr_1,1510001,1515000,2.028085797896619
E15,cpar_Chr_1,1515001,1520000,1.9728565287252355
E15,cpar_Chr_1,1520001,1525000,1.9507494222570676
E15,cpar_Chr_1,1525001,1530000,2.0228158044540034
E15,cpar_Chr_1,1530001,1535000,1.9410678365418492
E15,cpar_Chr_1,1535001,1540000,2.0300778128255033
E15,cpar_Chr_1,1540001,1545000,1.9746519632335062
E15,cpar_Chr_1,1545001,1550000,2.0759007088705266
E15,cpar_Chr_1,1550001,1555000,2.0317307265288287
E15,cpar_Chr_1,1555001,1560000,2.0484318714301235
E15,cpar_Chr_1,1560001,1565000,1.9926964076756604
E15,cpar_Chr_1,1565001,1570000,1.9791487403550416
E15,cpar_Chr_1,1570001,1575000,1.9700896593050996
E15,cpar_Chr_1,1575001,1580000,1.994870259493612
E15,cpar_Chr_1,1580001,1585000,1.9185118714466136
E15,cpar_Chr_1,1585001,1590000,1.9991983050874544
E15,cpar_Chr_1,1590001,1595000,2.0496146302941485
E15,cpar_Chr_1,1595001,1600000,2.1015872171640337
E15,cpar_Chr_1,1600001,1605000,1.9192310281520248
E15,cpar_Chr_1,1605001,1610000,1.8280684962626526
E15,cpar_Chr_1,1610001,1615000,1.9652799916807542
E15,cpar_Chr_1,1615001,1620000,1.9749042414399602
E15,cpar_Chr_1,1620001,1625000,2.0867322900463345
E15,cpar_Chr_1,1625001,1630000,2.066071687839848
E15,cpar_Chr_1,1630001,1635000,1.9939676277289615
E15,cpar_Chr_1,1635001,1640000,2.0662011032834187
E15,cpar_Chr_1,1640001,1645000,2.0775405172124786
E15,cpar_Chr_1,1645001,1650000,2.120304949546789
E15,cpar_Chr_1,1650001,1655000,1.936956029410682
E15,cpar_Chr_1,1655001,1660000,2.0516656193492167
E15,cpar_Chr_1,1660001,1665000,1.9733348744153953
E15,cpar_Chr_1,1665001,1670000,1.877865593144414
E15,cpar_Chr_1,1670001,1675000,2.007420281179617
E15,cpar_Chr_1,1675001,1680000,1.9177828857201715
E15,cpar_Chr_1,1680001,1685000,2.082838359548014
E15,cpar_Chr_1,1685001,1690000,1.9615302201575502
E15,cpar_Chr_1,1690001,1695000,2.0508268762212656
E15,cpar_Chr_1,1695001,1700000,2.036830350273579
E15,cpar_Chr_1,1700001,1705000,2.0171903280841113
E15,cpar_Chr_1,1705001,1710000,2.0204552012364685
E15,cpar_Chr_1,1710001,1715000,2.0563999311456604
E15,cpar_Chr_1,1715001,1720000,1.5586763260239846
E15,cpar_Chr_1,1720001,1725000,2.3021500294652024
E15,cpar_Chr_1,1725001,1730000,1.9941265302356241
E15,cpar_Chr_1,1730001,1735000,1.954391074548934
E15,cpar_Chr_1,1735001,1740000,2.051436275525168
E15,cpar_Chr_1,1740001,1745000,1.9224320126676826
E15,cpar_Chr_1,1745001,1750000,1.9704516949130628
E15,cpar_Chr_1,1750001,1755000,1.8851570885790057
E15,cpar_Chr_1,1755001,1760000,1.8583058412933635
E15,cpar_Chr_1,1760001,1765000,1.9069824297776277
E15,cpar_Chr_1,1765001,1770000,1.882111730229667
E15,cpar_Chr_1,1770001,1775000,1.8722073533710866
E15,cpar_Chr_1,1775001,1780000,1.9577247508485058
E15,cpar_Chr_1,1780001,1785000,2.0736039942896913
E15,cpar_Chr_1,1785001,1790000,2.047045979464798
E15,cpar_Chr_1,1790001,1795000,1.9881537617893152
E15,cpar_Chr_1,1795001,1800000,1.9633076347939313
E15,cpar_Chr_1,1800001,1805000,1.9586421261447025
E15,cpar_Chr_1,1805001,1810000,2.028962218938521
E15,cpar_Chr_1,1810001,1815000,1.9518846741861111
E15,cpar_Chr_1,1815001,1820000,2.0312048739036874
E15,cpar_Chr_1,1820001,1825000,2.045977892512797
E15,cpar_Chr_1,1825001,1830000,2.0831021049456706
E15,cpar_Chr_1,1830001,1835000,1.9336338203023125
E15,cpar_Chr_1,1835001,1840000,1.9537325301398785
E15,cpar_Chr_1,1840001,1845000,1.9441885507190897
E15,cpar_Chr_1,1845001,1850000,2.033290264532363
E15,cpar_Chr_1,1850001,1855000,2.0422526935421703
E15,cpar_Chr_1,1855001,1860000,2.003976847478536
E15,cpar_Chr_1,1860001,1865000,1.9912662851156966
E15,cpar_Chr_1,1865001,1870000,2.033010137432989
E15,cpar_Chr_1,1870001,1875000,2.0716758679975067
E15,cpar_Chr_1,1875001,1880000,1.9616465302397468
E15,cpar_Chr_1,1880001,1885000,2.014189200329411
E15,cpar_Chr_1,1885001,1890000,2.055638182015783
E15,cpar_Chr_1,1890001,1895000,2.0294569463303986
E15,cpar_Chr_1,1895001,1900000,1.9554820958833394
E15,cpar_Chr_1,1900001,1905000,2.1703936407191273
E15,cpar_Chr_1,1905001,1910000,2.0212693718118433
E15,cpar_Chr_1,1910001,1915000,1.768111467975513
E15,cpar_Chr_1,1915001,1920000,2.0240542611038688
E15,cpar_Chr_1,1920001,1925000,2.029206306294116
E15,cpar_Chr_1,1925001,1930000,1.9650965166215149
E15,cpar_Chr_1,1930001,1935000,1.9237441869752783
E15,cpar_Chr_1,1935001,1940000,1.9753940543213226
E15,cpar_Chr_1,1940001,1945000,2.067655798395959
E15,cpar_Chr_1,1945001,1950000,1.9880603860895236
E15,cpar_Chr_1,1950001,1955000,1.9941707608302623
E15,cpar_Chr_1,1955001,1960000,2.0023943750925968
E15,cpar_Chr_1,1960001,1965000,2.025374626262323
E15,cpar_Chr_1,1965001,1970000,2.01516391158162
E15,cpar_Chr_1,1970001,1975000,2.076059611377189
E15,cpar_Chr_1,1975001,1980000,1.98216624981146
E15,cpar_Chr_1,1980001,1985000,1.9982825679614296
E15,cpar_Chr_1,1985001,1990000,2.0020618265477252
E15,cpar_Chr_1,1990001,1995000,2.0546225165092795
E15,cpar_Chr_1,1995001,2000000,1.9202221211059516
E15,cpar_Chr_1,2000001,2005000,1.9080095624753333
E15,cpar_Chr_1,2005001,2010000,1.9424864919106104
E15,cpar_Chr_1,2010001,2015000,1.9911958437983102
E15,cpar_Chr_1,2015001,2020000,1.8880271627199638
E15,cpar_Chr_1,2020001,2025000,1.9599608531329853
E15,cpar_Chr_1,2025001,2030000,1.9998765075385712
E15,cpar_Chr_1,2030001,2035000,2.0343370552721303
E15,cpar_Chr_1,2035001,2040000,1.933101414996484
E15,cpar_Chr_1,2040001,2045000,1.858138747935842
E15,cpar_Chr_1,2045001,2050000,1.9814946000410305
E15,cpar_Chr_1,2050001,2055000,1.9390135711464374
E15,cpar_Chr_1,2055001,2060000,2.0928492174677604
E15,cpar_Chr_1,2060001,2065000,1.92773149317339
E15,cpar_Chr_1,2065001,2070000,1.7597322275468592
E15,cpar_Chr_1,2070001,2075000,1.8305961928377086
E15,cpar_Chr_1,2075001,2080000,1.7890374537498277
E15,cpar_Chr_1,2080001,2085000,1.9470389668179866
E15,cpar_Chr_1,2085001,2090000,1.9987969533953682
E15,cpar_Chr_1,2090001,2095000,1.97632125863855
E15,cpar_Chr_1,2095001,2100000,2.0359752254439103
E15,cpar_Chr_1,2100001,2105000,1.9166492719613
E15,cpar_Chr_1,2105001,2110000,1.9890383736820763
E15,cpar_Chr_1,2110001,2115000,2.0101167092823666
E15,cpar_Chr_1,2115001,2120000,2.0505827888656705
E15,cpar_Chr_1,2120001,2125000,2.158174529407822
E15,cpar_Chr_1,2125001,2130000,2.071464544045347
E15,cpar_Chr_1,2130001,2135000,2.096943004727038
E15,cpar_Chr_1,2135001,2140000,1.984495727795731
E15,cpar_Chr_1,2140001,2145000,1.9403535943469532
E15,cpar_Chr_1,2145001,2150000,1.9928880735857586
E15,cpar_Chr_1,2150001,2155000,1.9752171319427703
E15,cpar_Chr_1,2155001,2160000,2.0717102695711143
E15,cpar_Chr_1,2160001,2165000,1.93902503833764
E15,cpar_Chr_1,2165001,2170000,1.9491341864676928
E15,cpar_Chr_1,2170001,2175000,2.0509906932384436
E15,cpar_Chr_1,2175001,2180000,2.0765330425568336
E15,cpar_Chr_1,2180001,2185000,2.0371776423499965
E15,cpar_Chr_1,2185001,2190000,1.9530543276887617
E15,cpar_Chr_1,2190001,2195000,2.0429407250143177
E15,cpar_Chr_1,2195001,2200000,1.9684203639000561
E15,cpar_Chr_1,2200001,2205000,2.0068207108967457
E15,cpar_Chr_1,2205001,2210000,2.026858808437956
E15,cpar_Chr_1,2210001,2215000,2.1734979731946504
E15,cpar_Chr_1,2215001,2220000,1.953662088822492
E15,cpar_Chr_1,2220001,2225000,2.0439400088191033
E15,cpar_Chr_1,2225001,2230000,2.0058165125814447
E15,cpar_Chr_1,2230001,2235000,1.976290133405286
E15,cpar_Chr_1,2235001,2235583,1.6423147704133465
E15,cpar_Chr_2,1,5000,2.0975966346255777
E15,cpar_Chr_2,5001,10000,1.9702223510890138
E15,cpar_Chr_2,10001,15000,2.062972269874841
E15,cpar_Chr_2,15001,20000,2.0998474804416034
E15,cpar_Chr_2,20001,25000,2.021941021582273
E15,cpar_Chr_2,25001,30000,2.0290031731928155
E15,cpar_Chr_2,30001,35000,2.0152474582603808
E15,cpar_Chr_2,35001,40000,1.978223174207986
E15,cpar_Chr_2,40001,45000,1.9840239347862583
E15,cpar_Chr_2,45001,50000,1.999075442324571
E15,cpar_Chr_2,50001,55000,2.0300941945272206
E15,cpar_Chr_2,55001,60000,1.9663759275256747
E15,cpar_Chr_2,60001,65000,2.059183182267514
E15,cpar_Chr_2,65001,70000,2.026998052902557
E15,cpar_Chr_2,70001,75000,2.075541949602907
E15,cpar_Chr_2,75001,80000,2.170036519621679
E15,cpar_Chr_2,80001,85000,10.412206335491872
E15,cpar_Chr_2,85001,90000,10.219374048231334
E15,cpar_Chr_2,90001,95000,1.9033538828471352
E15,cpar_Chr_2,95001,100000,1.7893175808492021
E15,cpar_Chr_2,100001,105000,1.5594642858766106
E15,cpar_Chr_2,105001,110000,1.885281589512061
E15,cpar_Chr_2,110001,115000,2.0356852693235052
E15,cpar_Chr_2,115001,120000,2.0774880957669812
E15,cpar_Chr_2,120001,125000,2.0228371006662362
E15,cpar_Chr_2,125001,130000,2.0428948562495077
E15,cpar_Chr_2,130001,135000,1.9027887141378714
E15,cpar_Chr_2,135001,140000,1.896349067192605
E15,cpar_Chr_2,140001,145000,1.9154026244605755
E15,cpar_Chr_2,145001,150000,2.035521452306327
E15,cpar_Chr_2,150001,155000,1.9632896149220418
E15,cpar_Chr_2,155001,160000,2.041531898666587
E15,cpar_Chr_2,160001,165000,2.3983728690152026
E15,cpar_Chr_2,165001,170000,1.9258295776039538
E15,cpar_Chr_2,170001,175000,2.019880203506174
E15,cpar_Chr_2,175001,180000,1.9503873866491042
E15,cpar_Chr_2,180001,185000,2.001970089018106
